TRACK1 ,TRACK2 ,TRACK3,TRACK4,082,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
081,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
081,054,060,010,
081,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
081,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
081,054,060,010,
080,054,060,010,
081,053,060,010,
080,053,060,010,
081,054,060,010,
081,054,060,010,
080,053,060,010,
081,054,060,010,
080,054,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
062,056,060,010,
063,055,060,010,
077,054,060,010,
077,054,060,010,
078,053,060,010,
078,054,060,010,
078,054,060,010,
078,054,060,010,
078,053,060,010,
078,054,060,010,
079,053,060,010,
079,054,060,010,
078,053,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,053,060,010,
079,054,060,010,
079,053,060,010,
079,054,060,010,
079,054,060,010,
079,053,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,054,060,010,
079,053,060,010,
079,053,060,010,
079,054,060,010,
079,054,060,010,
080,054,060,010,
079,054,060,010,
079,054,060,010,
080,054,060,010,
080,054,060,010,
079,054,060,010,
079,053,060,010,
080,054,060,010,
079,054,060,010,
079,054,060,010,
080,054,060,010,
080,053,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,053,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
080,054,060,010,
081,054,060,010,
